contigid	V1	V2	cluster	ps	phylum	class	order	family	genus
OAPGCV017056	OAPGCV003289_34	OAPGCV017056_76	PC_46976	PC_46976	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__JABCPH02
OAPGCV017056	OAPGCV056453_4	OAPGCV017056_77	PC_332477	PC_332477	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia
OAPGCV017056	OAPGCV056453_4	OAPGCV017056_77	PC_332477	PC_332477	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__JABCPH02
OAPGCV017057	OAPGCV064103_25	OAPGCV017057_31	PC_378531	PC_378531	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017058	OAPGCV031683_66	OAPGCV017058_3	PC_186865	PC_186865	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV017059	OAPGCV019375_31	OAPGCV017059_32	PC_135649	PC_135649	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017059	OAPGCV000436_39	OAPGCV017059_16	PC_8656	PC_8656	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017060	OAPGCV000065_46	OAPGCV017060_35	PC_1458	PC_1458	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017060	OAPGCV005156_51	OAPGCV017060_37	PC_64343	PC_64343	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017060	OAPGCV000355_36	OAPGCV017060_36	PC_7322	PC_7322	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017060	OAPGCV005825_50	OAPGCV017060_49	PC_68631	PC_68631	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017060	OAPGCV049866_5	OAPGCV017060_2	PC_309102	PC_309102	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017061	OAPGCV000463_167	OAPGCV017061_8	PC_9137	PC_9137	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A
OAPGCV017062	OAPGCV067855_2	OAPGCV017062_2	PC_394292	PC_394292	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017063	OAPGCV059207_17	OAPGCV017063_38	PC_354037	PC_354037	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017063	OAPGCV053691_6	OAPGCV017063_35	PC_321902	PC_321902	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017064	OAPGCV006371_9	OAPGCV017064_11	PC_72705	PC_72705	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017064	OAPGCV042885_3	OAPGCV017064_6	PC_273703	PC_273703	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017064	OAPGCV011908_11	OAPGCV017064_13	PC_103918	PC_103918	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017065	OAPGCV042505_37	OAPGCV017065_48	PC_272219	PC_272219	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV017065	OAPGCV008037_3	OAPGCV017065_52	PC_83337	PC_83337	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV017065	OAPGCV027859_56	OAPGCV017065_55	PC_165938	PC_165938	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV017065	OAPGCV000002_54	OAPGCV017065_50	PC_76	PC_76	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV017068	OAPGCV002593_12	OAPGCV017068_37	PC_40473	PC_40473	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017069	OAPGCV010854_3	OAPGCV017069_14	PC_98748	PC_98748	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017069	OAPGCV009047_31	OAPGCV017069_18	PC_88743	PC_88743	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017071	OAPGCV027408_39	OAPGCV017071_21	PC_164642	PC_164642	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D
OAPGCV017072	OAPGCV041450_53	OAPGCV017072_14	PC_268595	PC_268595	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV017072	OAPGCV041450_48	OAPGCV017072_19	PC_268594	PC_268594	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV017072	OAPGCV060738_53	OAPGCV017072_3	PC_359888	PC_359888	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV017073	OAPGCV017073_22	OAPGCV017073_22	PC_126814	PC_126814	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017074	OAPGCV004347_6	OAPGCV017074_70	PC_57449	PC_57449	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV017077	OAPGCV057043_32	OAPGCV017077_50	PC_334821	PC_334821	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas
OAPGCV017078	OAPGCV002922_64	OAPGCV017078_11	PC_43512	PC_43512	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Centipeda
OAPGCV017079	OAPGCV022175_28	OAPGCV017079_26	PC_145936	PC_145936	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017080	OAPGCV025675_72	OAPGCV017080_64	PC_157353	PC_157353	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017080	OAPGCV025675_72	OAPGCV017080_64	PC_157353	PC_157353	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017080	OAPGCV025675_72	OAPGCV017080_64	PC_157353	PC_157353	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017080	OAPGCV006151_32	OAPGCV017080_39	PC_70815	PC_70815	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017080	OAPGCV006151_32	OAPGCV017080_39	PC_70815	PC_70815	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017080	OAPGCV006151_32	OAPGCV017080_39	PC_70815	PC_70815	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017082	OAPGCV040903_2	OAPGCV017082_69	PC_266420	PC_266420	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Pseudoleptotrichia
OAPGCV017082	OAPGCV040903_2	OAPGCV017082_69	PC_266420	PC_266420	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia_A
OAPGCV017082	OAPGCV003153_32	OAPGCV017082_42	PC_45510	PC_45510	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Pseudoleptotrichia
OAPGCV017082	OAPGCV003153_32	OAPGCV017082_42	PC_45510	PC_45510	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia_A
OAPGCV017083	OAPGCV035342_239	OAPGCV017083_96	PC_205234	PC_205234	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017084	OAPGCV049679_91	OAPGCV017084_37	PC_308298	PC_308298	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella
OAPGCV017084	OAPGCV049679_91	OAPGCV017084_37	PC_308298	PC_308298	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola
OAPGCV017086	OAPGCV008014_2	OAPGCV017086_3	PC_83235	PC_83235	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017090	OAPGCV001804_9	OAPGCV017090_5	PC_29675	PC_29675	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Centipeda
OAPGCV017090	OAPGCV002579_31	OAPGCV017090_32	PC_40302	PC_40302	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Centipeda
OAPGCV017091	OAPGCV001811_35	OAPGCV017091_35	PC_29777	PC_29777	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017091	OAPGCV059207_17	OAPGCV017091_49	PC_354037	PC_354037	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017091	OAPGCV001937_28	OAPGCV017091_42	PC_32182	PC_32182	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017091	OAPGCV059207_17	OAPGCV017091_1	PC_354037	PC_354037	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017092	OAPGCV004756_22	OAPGCV017092_11	PC_61566	PC_61566	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017095	OAPGCV005595_30	OAPGCV017095_42	PC_67121	PC_67121	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017095	OAPGCV028890_7	OAPGCV017095_21	PC_169167	PC_169167	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017096	OAPGCV001336_23	OAPGCV017096_17	PC_24770	PC_24770	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017096	OAPGCV001336_23	OAPGCV017096_17	PC_24770	PC_24770	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017096	OAPGCV006163_43	OAPGCV017096_22	PC_70889	PC_70889	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017096	OAPGCV006163_43	OAPGCV017096_22	PC_70889	PC_70889	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017097	OAPGCV003856_4	OAPGCV017097_76	PC_52158	PC_52158	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017097	OAPGCV028243_20	OAPGCV017097_71	PC_166941	PC_166941	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017098	OAPGCV000576_44	OAPGCV017098_48	PC_11125	PC_11125	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV017099	OAPGCV006047_10	OAPGCV017099_11	PC_70223	PC_70223	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV017102	OAPGCV049679_91	OAPGCV017102_57	PC_308298	PC_308298	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella
OAPGCV017103	OAPGCV003283_50	OAPGCV017103_4	PC_46904	PC_46904	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017103	OAPGCV001102_40	OAPGCV017103_26	PC_21046	PC_21046	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017104	OAPGCV001603_20	OAPGCV017104_21	PC_26968	PC_26968	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017104	OAPGCV042885_3	OAPGCV017104_6	PC_273703	PC_273703	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017105	OAPGCV009645_10	OAPGCV017105_10	PC_92301	PC_92301	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV017106	OAPGCV011038_7	OAPGCV017106_12	PC_99628	PC_99628	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017106	OAPGCV012307_9	OAPGCV017106_11	PC_105985	PC_105985	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017107	OAPGCV009507_17	OAPGCV017107_6	PC_91459	PC_91459	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV017107	OAPGCV033241_35	OAPGCV017107_29	PC_198289	PC_198289	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV017108	OAPGCV003462_63	OAPGCV017108_69	PC_48608	PC_48608	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017108	OAPGCV002257_60	OAPGCV017108_53	PC_35942	PC_35942	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017108	OAPGCV002257_59	OAPGCV017108_52	PC_35941	PC_35941	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017109	OAPGCV016900_2	OAPGCV017109_53	PC_126280	PC_126280	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017109	OAPGCV001603_20	OAPGCV017109_9	PC_26968	PC_26968	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017109	OAPGCV003241_25	OAPGCV017109_18	PC_46304	PC_46304	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017109	OAPGCV003165_9	OAPGCV017109_58	PC_45575	PC_45575	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017110	OAPGCV006824_61	OAPGCV017110_30	PC_75764	PC_75764	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017111	OAPGCV004462_20	OAPGCV017111_20	PC_58601	PC_58601	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV017112	OAPGCV059284_39	OAPGCV017112_39	PC_354138	PC_354138	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017113	OAPGCV002593_12	OAPGCV017113_11	PC_40473	PC_40473	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017114	OAPGCV015278_14	OAPGCV017114_7	PC_120042	PC_120042	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017114	OAPGCV015278_14	OAPGCV017114_7	PC_120042	PC_120042	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV017114	OAPGCV015278_14	OAPGCV017114_7	PC_120042	PC_120042	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017114	OAPGCV001194_19	OAPGCV017114_10	PC_22761	PC_22761	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017114	OAPGCV001194_19	OAPGCV017114_10	PC_22761	PC_22761	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV017114	OAPGCV001194_19	OAPGCV017114_10	PC_22761	PC_22761	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017115	OAPGCV000480_21	OAPGCV017115_12	PC_9551	PC_9551	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017115	OAPGCV028701_3	OAPGCV017115_43	PC_168596	PC_168596	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017116	OAPGCV011350_67	OAPGCV017116_85	PC_101488	PC_101488	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella
OAPGCV017116	OAPGCV045774_46	OAPGCV017116_25	PC_288178	PC_288178	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella
OAPGCV017116	OAPGCV035719_41	OAPGCV017116_59	PC_207695	PC_207695	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella
OAPGCV017118	OAPGCV006371_9	OAPGCV017118_10	PC_72705	PC_72705	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017118	OAPGCV011908_11	OAPGCV017118_12	PC_103918	PC_103918	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017118	OAPGCV042885_3	OAPGCV017118_4	PC_273703	PC_273703	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017119	OAPGCV034217_50	OAPGCV017119_51	PC_201423	PC_201423	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017119	OAPGCV022175_28	OAPGCV017119_1	PC_145936	PC_145936	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017119	OAPGCV022175_28	OAPGCV017119_55	PC_145936	PC_145936	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017119	OAPGCV003167_32	OAPGCV017119_11	PC_45586	PC_45586	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017121	OAPGCV002002_150	OAPGCV017121_89	PC_32980	PC_32980	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017122	OAPGCV004349_170	OAPGCV017122_125	PC_57509	PC_57509	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella
OAPGCV017122	OAPGCV004349_15	OAPGCV017122_73	PC_57498	PC_57498	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella
OAPGCV017123	OAPGCV053298_51	OAPGCV017123_102	PC_320795	PC_320795	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV017123	OAPGCV053298_51	OAPGCV017123_102	PC_320795	PC_320795	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017123	OAPGCV053298_51	OAPGCV017123_102	PC_320795	PC_320795	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017123	OAPGCV053298_51	OAPGCV017123_102	PC_320795	PC_320795	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017124	OAPGCV028094_15	OAPGCV017124_8	PC_166575	PC_166575	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV017125	OAPGCV000576_44	OAPGCV017125_55	PC_11125	PC_11125	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017125	OAPGCV000576_44	OAPGCV017125_55	PC_11125	PC_11125	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV017126	OAPGCV005579_35	OAPGCV017126_7	PC_66986	PC_66986	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017126	OAPGCV005579_35	OAPGCV017126_7	PC_66986	PC_66986	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017126	OAPGCV035017_16	OAPGCV017126_47	PC_204126	PC_204126	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017126	OAPGCV035017_16	OAPGCV017126_47	PC_204126	PC_204126	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017126	OAPGCV035017_16	OAPGCV017126_1	PC_204126	PC_204126	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017126	OAPGCV035017_16	OAPGCV017126_1	PC_204126	PC_204126	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017127	OAPGCV014069_15	OAPGCV017127_21	PC_114693	PC_114693	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017127	OAPGCV000494_18	OAPGCV017127_6	PC_9910	PC_9910	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017128	OAPGCV007854_26	OAPGCV017128_305	PC_82422	PC_82422	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017129	OAPGCV022297_7	OAPGCV017129_22	PC_146314	PC_146314	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017129	OAPGCV023475_17	OAPGCV017129_18	PC_150173	PC_150173	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017130	OAPGCV000470_33	OAPGCV017130_16	PC_9405	PC_9405	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017130	OAPGCV005406_12	OAPGCV017130_48	PC_65890	PC_65890	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017130	OAPGCV005406_12	OAPGCV017130_47	PC_65890	PC_65890	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017130	OAPGCV000494_18	OAPGCV017130_28	PC_9910	PC_9910	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017131	OAPGCV059284_39	OAPGCV017131_38	PC_354138	PC_354138	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017133	OAPGCV011395_3	OAPGCV017133_12	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanogingivalaceae	g__Nanogingivalis
OAPGCV017133	OAPGCV011395_3	OAPGCV017133_12	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosynbacteraceae	g__Nanosynbacter
OAPGCV017133	OAPGCV011395_3	OAPGCV017133_12	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__Saccharimonas
OAPGCV017134	OAPGCV043141_3	OAPGCV017134_35	PC_274350	PC_274350	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017134	OAPGCV000562_31	OAPGCV017134_47	PC_10928	PC_10928	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017134	OAPGCV000562_28	OAPGCV017134_44	PC_10925	PC_10925	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017135	OAPGCV000397_14	OAPGCV017135_10	PC_7965	PC_7965	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017135	OAPGCV000397_17	OAPGCV017135_13	PC_7967	PC_7967	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017136	OAPGCV047177_4	OAPGCV017136_23	PC_293712	PC_293712	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV017138	OAPGCV034495_54	OAPGCV017138_49	PC_202232	PC_202232	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017139	OAPGCV005825_50	OAPGCV017139_49	PC_68631	PC_68631	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017139	OAPGCV005156_51	OAPGCV017139_36	PC_64343	PC_64343	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017139	OAPGCV000065_46	OAPGCV017139_34	PC_1458	PC_1458	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017139	OAPGCV000355_36	OAPGCV017139_35	PC_7322	PC_7322	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV017140	OAPGCV002115_69	OAPGCV017140_21	PC_34265	PC_34265	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV017141	OAPGCV052335_24	OAPGCV017141_22	PC_317069	PC_317069	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017141	OAPGCV042885_3	OAPGCV017141_5	PC_273703	PC_273703	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017142	OAPGCV030211_64	OAPGCV017142_37	PC_177970	PC_177970	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV017143	OAPGCV002775_83	OAPGCV017143_87	PC_42497	PC_42497	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema
OAPGCV017143	OAPGCV000116_9	OAPGCV017143_2	PC_2753	PC_2753	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema
OAPGCV017144	OAPGCV061112_37	OAPGCV017144_36	PC_361346	PC_361346	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV017144	OAPGCV061112_37	OAPGCV017144_36	PC_361346	PC_361346	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV017144	OAPGCV061112_37	OAPGCV017144_36	PC_361346	PC_361346	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV017144	OAPGCV061112_37	OAPGCV017144_36	PC_361346	PC_361346	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
